SIZE_VECTOR,NUM_THREADS,NUM_IFS,AVG5_TIME(s)
32, 4096, 6, 0.018731 
32, 4096, 7, 0.018495 
32, 4096, 8, 0.018859 
32, 4096, 9, 0.018691 
32, 4096, 10, 0.018408 
32, 8192, 0, 0.036856 
32, 8192, 1, 0.036892 
32, 8192, 2, 0.037123 
32, 8192, 3, 0.036870 
32, 8192, 4, 0.036683 
32, 8192, 5, 0.036685 
32, 8192, 6, 0.036969 
32, 8192, 7, 0.037351 
32, 8192, 8, 0.037233 
32, 8192, 9, 0.036886 
32, 8192, 10, 0.037340 
64, 1, 0, 0.000001 
64, 1, 1, 0.000001 
64, 1, 2, 0.000001 
64, 1, 3, 0.000001 
64, 1, 4, 0.000001 
64, 1, 5, 0.000001 
64, 1, 6, 0.000001 
64, 1, 7, 0.000001 
64, 1, 8, 0.000002 
64, 1, 9, 0.000003 
64, 1, 10, 0.000006 
64, 2, 0, 0.000003 
64, 2, 1, 0.000003 
64, 2, 2, 0.000003 
64, 2, 3, 0.000003 
64, 2, 4, 0.000003 
64, 2, 5, 0.000002 
64, 2, 6, 0.000002 
64, 2, 7, 0.000003 
64, 2, 8, 0.000003 
64, 2, 9, 0.000004 
64, 2, 10, 0.000006 
64, 4, 0, 0.000007 
64, 4, 1, 0.000007 
64, 4, 2, 0.000007 
64, 4, 3, 0.000008 
64, 4, 4, 0.000010 
64, 4, 5, 0.000008 
64, 4, 6, 0.000008 
64, 4, 7, 0.000009 
64, 4, 8, 0.000006 
64, 4, 9, 0.000007 
64, 4, 10, 0.000007 
64, 8, 0, 0.000012 
64, 8, 1, 0.000013 
64, 8, 2, 0.000010 
64, 8, 3, 0.000013 
64, 8, 4, 0.000012 
64, 8, 5, 0.000012 
64, 8, 6, 0.000008 
64, 8, 7, 0.000011 
64, 8, 8, 0.000005 
64, 8, 9, 0.000005 
64, 8, 10, 0.000009 
64, 16, 0, 0.000065 
64, 16, 1, 0.000066 
64, 16, 2, 0.000067 
64, 16, 3, 0.000065 
64, 16, 4, 0.000066 
64, 16, 5, 0.000067 
64, 16, 6, 0.000062 
64, 16, 7, 0.000064 
64, 16, 8, 0.000065 
64, 16, 9, 0.000062 
64, 16, 10, 0.000066 
64, 32, 0, 0.000128 
64, 32, 1, 0.000124 
64, 32, 2, 0.000126 
64, 32, 3, 0.000125 
64, 32, 4, 0.000125 
64, 32, 5, 0.000130 
64, 32, 6, 0.000128 
64, 32, 7, 0.000126 
64, 32, 8, 0.000133 
64, 32, 9, 0.000126 
64, 32, 10, 0.000125 
64, 64, 0, 0.000273 
64, 64, 1, 0.000266 
64, 64, 2, 0.000487 
64, 64, 3, 0.000259 
64, 64, 4, 0.000260 
64, 64, 5, 0.000268 
64, 64, 6, 0.000262 
64, 64, 7, 0.000265 
64, 64, 8, 0.000245 
64, 64, 9, 0.000260 
64, 64, 10, 0.000262 
64, 128, 0, 0.000512 
64, 128, 1, 0.000505 
64, 128, 2, 0.000509 
64, 128, 3, 0.000518 
64, 128, 4, 0.000512 
64, 128, 5, 0.000518 
64, 128, 6, 0.000507 
64, 128, 7, 0.000518 
64, 128, 8, 0.000521 
64, 128, 9, 0.000512 
64, 128, 10, 0.000511 
64, 256, 0, 0.001026 
64, 256, 1, 0.001034 
64, 256, 2, 0.001024 
64, 256, 3, 0.001077 
64, 256, 4, 0.001039 
64, 256, 5, 0.001031 
64, 256, 6, 0.001030 
64, 256, 7, 0.001036 
64, 256, 8, 0.001027 
64, 256, 9, 0.001029 
64, 256, 10, 0.001072 
64, 512, 0, 0.002064 
64, 512, 1, 0.002046 
64, 512, 2, 0.002079 
64, 512, 3, 0.002065 
64, 512, 4, 0.002080 
64, 512, 5, 0.002057 
64, 512, 6, 0.002069 
64, 512, 7, 0.002038 
64, 512, 8, 0.002061 
64, 512, 9, 0.002039 
64, 512, 10, 0.002085 
64, 1024, 0, 0.004032 
64, 1024, 1, 0.004034 
64, 1024, 2, 0.004024 
64, 1024, 3, 0.004089 
64, 1024, 4, 0.004030 
64, 1024, 5, 0.004085 
64, 1024, 6, 0.004016 
64, 1024, 7, 0.004038 
64, 1024, 8, 0.004031 
64, 1024, 9, 0.004064 
64, 1024, 10, 0.004043 
64, 2048, 0, 0.009084 
64, 2048, 1, 0.009180 
64, 2048, 2, 0.009007 
64, 2048, 3, 0.009179 
64, 2048, 4, 0.009068 
64, 2048, 5, 0.009050 
64, 2048, 6, 0.009076 
64, 2048, 7, 0.008946 
64, 2048, 8, 0.008945 
64, 2048, 9, 0.009047 
64, 2048, 10, 0.009001 
64, 4096, 0, 0.018727 
64, 4096, 1, 0.018412 
64, 4096, 2, 0.018780 
64, 4096, 3, 0.018681 
64, 4096, 4, 0.018564 
64, 4096, 5, 0.018744 
64, 4096, 6, 0.018692 
64, 4096, 7, 0.018713 
64, 4096, 8, 0.018761 
64, 4096, 9, 0.018638 
64, 4096, 10, 0.018825 
64, 8192, 0, 0.036949 
64, 8192, 1, 0.036738 
64, 8192, 2, 0.037087 
64, 8192, 3, 0.036935 
64, 8192, 4, 0.037290 
64, 8192, 5, 0.036149 
64, 8192, 6, 0.037109 
64, 8192, 7, 0.036934 
64, 8192, 8, 0.036808 
64, 8192, 9, 0.037183 
64, 8192, 10, 0.037026 
128, 1, 0, 0.000001 
128, 1, 1, 0.000001 
128, 1, 2, 0.000001 
128, 1, 3, 0.000001 
128, 1, 4, 0.000001 
128, 1, 5, 0.000001 
128, 1, 6, 0.000001 
128, 1, 7, 0.000002 
128, 1, 8, 0.000003 
128, 1, 9, 0.000004 
128, 1, 10, 0.000009 
128, 2, 0, 0.000003 
128, 2, 1, 0.000003 
128, 2, 2, 0.000004 
128, 2, 3, 0.000003 
128, 2, 4, 0.000003 
128, 2, 5, 0.000003 
128, 2, 6, 0.000004 
128, 2, 7, 0.000005 
128, 2, 8, 0.000004 
128, 2, 9, 0.000005 
128, 2, 10, 0.000008 
128, 4, 0, 0.000007 
128, 4, 1, 0.000010 
128, 4, 2, 0.000008 
128, 4, 3, 0.000008 
128, 4, 4, 0.000008 
128, 4, 5, 0.000011 
128, 4, 6, 0.000007 
128, 4, 7, 0.000009 
128, 4, 8, 0.000009 
128, 4, 9, 0.000008 
128, 4, 10, 0.000009 
128, 8, 0, 0.000006 
128, 8, 1, 0.000010 
128, 8, 2, 0.000005 
128, 8, 3, 0.000006 
128, 8, 4, 0.000005 
128, 8, 5, 0.000016 
128, 8, 6, 0.000003 
128, 8, 7, 0.000008 
128, 8, 8, 0.000007 
128, 8, 9, 0.000005 
128, 8, 10, 0.000005 
128, 16, 0, 0.000066 
128, 16, 1, 0.000061 
128, 16, 2, 0.000068 
128, 16, 3, 0.000066 
128, 16, 4, 0.000063 
128, 16, 5, 0.000064 
128, 16, 6, 0.000064 
128, 16, 7, 0.000070 
128, 16, 8, 0.000067 
128, 16, 9, 0.000064 
128, 16, 10, 0.000064 
128, 32, 0, 0.000129 
128, 32, 1, 0.000126 
128, 32, 2, 0.000131 
128, 32, 3, 0.000125 
128, 32, 4, 0.000125 
128, 32, 5, 0.000128 
128, 32, 6, 0.000131 
128, 32, 7, 0.000133 
128, 32, 8, 0.000129 
128, 32, 9, 0.000131 
128, 32, 10, 0.000124 
128, 64, 0, 0.000261 
128, 64, 1, 0.000261 
128, 64, 2, 0.000266 
128, 64, 3, 0.000257 
128, 64, 4, 0.000266 
128, 64, 5, 0.000260 
128, 64, 6, 0.000262 
128, 64, 7, 0.000253 
128, 64, 8, 0.000255 
128, 64, 9, 0.000264 
128, 64, 10, 0.000263 
128, 128, 0, 0.000560 
128, 128, 1, 0.000516 
128, 128, 2, 0.000519 
128, 128, 3, 0.000522 
128, 128, 4, 0.000520 
128, 128, 5, 0.000512 
128, 128, 6, 0.000519 
128, 128, 7, 0.000521 
128, 128, 8, 0.000517 
128, 128, 9, 0.000520 
128, 128, 10, 0.000511 
128, 256, 0, 0.001045 
128, 256, 1, 0.001034 
128, 256, 2, 0.000992 
128, 256, 3, 0.001164 
128, 256, 4, 0.001041 
128, 256, 5, 0.001058 
128, 256, 6, 0.001040 
128, 256, 7, 0.001031 
128, 256, 8, 0.001049 
128, 256, 9, 0.001040 
128, 256, 10, 0.001052 
128, 512, 0, 0.002056 
128, 512, 1, 0.002038 
128, 512, 2, 0.002059 
128, 512, 3, 0.002072 
128, 512, 4, 0.002061 
128, 512, 5, 0.002085 
128, 512, 6, 0.002045 
128, 512, 7, 0.002064 
128, 512, 8, 0.002070 
128, 512, 9, 0.002046 
128, 512, 10, 0.002072 
128, 1024, 0, 0.004148 
128, 1024, 1, 0.004024 
128, 1024, 2, 0.003984 
128, 1024, 3, 0.004019 
128, 1024, 4, 0.004050 
128, 1024, 5, 0.004095 
128, 1024, 6, 0.004025 
128, 1024, 7, 0.004021 
128, 1024, 8, 0.004062 
128, 1024, 9, 0.004052 
128, 1024, 10, 0.004028 
128, 2048, 0, 0.009012 
128, 2048, 1, 0.008529 
128, 2048, 2, 0.008957 
128, 2048, 3, 0.009104 
128, 2048, 4, 0.009017 
128, 2048, 5, 0.009065 
128, 2048, 6, 0.008964 
128, 2048, 7, 0.009009 
128, 2048, 8, 0.009010 
128, 2048, 9, 0.009199 
128, 2048, 10, 0.008937 
128, 4096, 0, 0.018851 
128, 4096, 1, 0.018741 
128, 4096, 2, 0.018344 
128, 4096, 3, 0.018632 
128, 4096, 4, 0.018656 
128, 4096, 5, 0.018664 
128, 4096, 6, 0.018540 
128, 4096, 7, 0.018626 
128, 4096, 8, 0.018668 
128, 4096, 9, 0.018799 
128, 4096, 10, 0.018750 
128, 8192, 0, 0.037717 
128, 8192, 1, 0.037170 
128, 8192, 2, 0.037380 
128, 8192, 3, 0.037228 
128, 8192, 4, 0.036730 
128, 8192, 5, 0.036991 
128, 8192, 6, 0.037192 
128, 8192, 7, 0.037288 
128, 8192, 8, 0.036719 
128, 8192, 9, 0.036930 
128, 8192, 10, 0.037287 
256, 1, 0, 0.000001 
256, 1, 1, 0.000001 
256, 1, 2, 0.000001 
256, 1, 3, 0.000001 
256, 1, 4, 0.000001 
256, 1, 5, 0.000001 
256, 1, 6, 0.000002 
256, 1, 7, 0.000002 
256, 1, 8, 0.000003 
256, 1, 9, 0.000005 
256, 1, 10, 0.000009 
256, 2, 0, 0.000003 
256, 2, 1, 0.000003 
256, 2, 2, 0.000003 
256, 2, 3, 0.000003 
256, 2, 4, 0.000003 
256, 2, 5, 0.000003 
256, 2, 6, 0.000003 
256, 2, 7, 0.000003 
256, 2, 8, 0.000003 
256, 2, 9, 0.000004 
256, 2, 10, 0.000005 
256, 4, 0, 0.000011 
256, 4, 1, 0.000011 
256, 4, 2, 0.000009 
256, 4, 3, 0.000008 
256, 4, 4, 0.000016 
256, 4, 5, 0.000011 
256, 4, 6, 0.000011 
256, 4, 7, 0.000007 
256, 4, 8, 0.000006 
256, 4, 9, 0.000008 
256, 4, 10, 0.000008 
256, 8, 0, 0.000011 
256, 8, 1, 0.000014 
256, 8, 2, 0.000016 
256, 8, 3, 0.000011 
256, 8, 4, 0.000012 
256, 8, 5, 0.000018 
256, 8, 6, 0.000010 
256, 8, 7, 0.000009 
256, 8, 8, 0.000007 
256, 8, 9, 0.000009 
256, 8, 10, 0.000011 
256, 16, 0, 0.000062 
256, 16, 1, 0.000064 
256, 16, 2, 0.000067 
256, 16, 3, 0.000064 
256, 16, 4, 0.000065 
256, 16, 5, 0.000065 
256, 16, 6, 0.000063 
256, 16, 7, 0.000064 
256, 16, 8, 0.000068 
256, 16, 9, 0.000068 
256, 16, 10, 0.000062 
256, 32, 0, 0.000124 
256, 32, 1, 0.000132 
256, 32, 2, 0.000131 
256, 32, 3, 0.000122 
256, 32, 4, 0.000129 
256, 32, 5, 0.000126 
256, 32, 6, 0.000127 
256, 32, 7, 0.000130 
256, 32, 8, 0.000127 
256, 32, 9, 0.000124 
256, 32, 10, 0.000124 
256, 64, 0, 0.000261 
256, 64, 1, 0.000257 
256, 64, 2, 0.000260 
256, 64, 3, 0.000260 
256, 64, 4, 0.000263 
256, 64, 5, 0.000266 
256, 64, 6, 0.000249 
256, 64, 7, 0.000262 
256, 64, 8, 0.000258 
256, 64, 9, 0.000260 
256, 64, 10, 0.000267 
256, 128, 0, 0.000521 
256, 128, 1, 0.000516 
256, 128, 2, 0.000521 
256, 128, 3, 0.000490 
256, 128, 4, 0.000530 
256, 128, 5, 0.000518 
256, 128, 6, 0.000524 
256, 128, 7, 0.000521 
256, 128, 8, 0.000528 
256, 128, 9, 0.000522 
256, 128, 10, 0.000520 
256, 256, 0, 0.001036 
256, 256, 1, 0.001032 
256, 256, 2, 0.001080 
256, 256, 3, 0.001037 
256, 256, 4, 0.001038 
256, 256, 5, 0.001036 
256, 256, 6, 0.001039 
256, 256, 7, 0.001027 
256, 256, 8, 0.001043 
256, 256, 9, 0.000998 
256, 256, 10, 0.001029 
256, 512, 0, 0.002053 
256, 512, 1, 0.002072 
256, 512, 2, 0.002049 
256, 512, 3, 0.002096 
256, 512, 4, 0.002051 
256, 512, 5, 0.002055 
256, 512, 6, 0.002078 
256, 512, 7, 0.002070 
256, 512, 8, 0.002067 
256, 512, 9, 0.002051 
256, 512, 10, 0.002074 
256, 1024, 0, 0.004008 
256, 1024, 1, 0.004048 
256, 1024, 2, 0.004036 
256, 1024, 3, 0.003982 
256, 1024, 4, 0.004033 
256, 1024, 5, 0.004046 
256, 1024, 6, 0.004061 
256, 1024, 7, 0.004064 
256, 1024, 8, 0.004032 
256, 1024, 9, 0.004052 
256, 1024, 10, 0.004028 
256, 2048, 0, 0.009022 
256, 2048, 1, 0.009001 
256, 2048, 2, 0.009039 
256, 2048, 3, 0.009018 
256, 2048, 4, 0.008554 
256, 2048, 5, 0.009020 
256, 2048, 6, 0.008849 
256, 2048, 7, 0.009060 
256, 2048, 8, 0.008979 
256, 2048, 9, 0.008929 
256, 2048, 10, 0.009118 
256, 4096, 0, 0.018499 
256, 4096, 1, 0.018862 
256, 4096, 2, 0.018478 
256, 4096, 3, 0.018656 
256, 4096, 4, 0.018645 
256, 4096, 5, 0.017744 
256, 4096, 6, 0.018723 
256, 4096, 7, 0.018726 
256, 4096, 8, 0.018611 
256, 4096, 9, 0.018809 
256, 4096, 10, 0.018718 
256, 8192, 0, 0.036758 
256, 8192, 1, 0.037317 
256, 8192, 2, 0.037268 
256, 8192, 3, 0.037116 
256, 8192, 4, 0.036676 
256, 8192, 5, 0.036802 
256, 8192, 6, 0.036875 
256, 8192, 7, 0.037086 
256, 8192, 8, 0.037116 
256, 8192, 9, 0.036904 
256, 8192, 10, 0.037373 
512, 1, 0, 0.000002 
512, 1, 1, 0.000002 
512, 1, 2, 0.000002 
512, 1, 3, 0.000002 
512, 1, 4, 0.000002 
512, 1, 5, 0.000002 
512, 1, 6, 0.000002 
512, 1, 7, 0.000003 
512, 1, 8, 0.000004 
512, 1, 9, 0.000006 
512, 1, 10, 0.000010 
512, 2, 0, 0.000007 
512, 2, 1, 0.000004 
512, 2, 2, 0.000005 
512, 2, 3, 0.000006 
512, 2, 4, 0.000005 
512, 2, 5, 0.000005 
512, 2, 6, 0.000005 
512, 2, 7, 0.000005 
512, 2, 8, 0.000007 
512, 2, 9, 0.000008 
512, 2, 10, 0.000011 
512, 4, 0, 0.000013 
512, 4, 1, 0.000015 
512, 4, 2, 0.000014 
512, 4, 3, 0.000012 
512, 4, 4, 0.000014 
512, 4, 5, 0.000013 
512, 4, 6, 0.000014 
512, 4, 7, 0.000009 
512, 4, 8, 0.000011 
512, 4, 9, 0.000008 
512, 4, 10, 0.000011 
512, 8, 0, 0.000012 
512, 8, 1, 0.000014 
512, 8, 2, 0.000013 
512, 8, 3, 0.000015 
512, 8, 4, 0.000012 
512, 8, 5, 0.000013 
512, 8, 6, 0.000017 
512, 8, 7, 0.000012 
512, 8, 8, 0.000010 
512, 8, 9, 0.000010 
512, 8, 10, 0.000009 
512, 16, 0, 0.000061 
512, 16, 1, 0.000068 
512, 16, 2, 0.000066 
512, 16, 3, 0.000066 
512, 16, 4, 0.000067 
512, 16, 5, 0.000068 
512, 16, 6, 0.000065 
512, 16, 7, 0.000068 
512, 16, 8, 0.000061 
512, 16, 9, 0.000065 
512, 16, 10, 0.000067 
512, 32, 0, 0.000136 
512, 32, 1, 0.000131 
512, 32, 2, 0.000129 
512, 32, 3, 0.000128 
512, 32, 4, 0.000127 
512, 32, 5, 0.000127 
512, 32, 6, 0.000132 
512, 32, 7, 0.000127 
512, 32, 8, 0.000139 
512, 32, 9, 0.000128 
512, 32, 10, 0.000125 
512, 64, 0, 0.000261 
512, 64, 1, 0.000256 
512, 64, 2, 0.000259 
512, 64, 3, 0.000260 
512, 64, 4, 0.000263 
512, 64, 5, 0.000258 
512, 64, 6, 0.000256 
512, 64, 7, 0.000258 
512, 64, 8, 0.000309 
512, 64, 9, 0.000260 
512, 64, 10, 0.000260 
512, 128, 0, 0.000520 
512, 128, 1, 0.000515 
512, 128, 2, 0.000517 
512, 128, 3, 0.000573 
512, 128, 4, 0.000527 
512, 128, 5, 0.000520 
512, 128, 6, 0.000522 
512, 128, 7, 0.000514 
512, 128, 8, 0.000513 
512, 128, 9, 0.000508 
512, 128, 10, 0.000528 
512, 256, 0, 0.001031 
512, 256, 1, 0.001025 
512, 256, 2, 0.001034 
512, 256, 3, 0.001020 
512, 256, 4, 0.001036 
512, 256, 5, 0.001024 
512, 256, 6, 0.001033 
512, 256, 7, 0.001042 
512, 256, 8, 0.001035 
512, 256, 9, 0.001033 
512, 256, 10, 0.001043 
512, 512, 0, 0.002041 
512, 512, 1, 0.002054 
512, 512, 2, 0.002061 
512, 512, 3, 0.002070 
512, 512, 4, 0.002226 
512, 512, 5, 0.002061 
512, 512, 6, 0.002090 
512, 512, 7, 0.002043 
512, 512, 8, 0.002046 
512, 512, 9, 0.002020 
512, 512, 10, 0.002095 
512, 1024, 0, 0.004059 
512, 1024, 1, 0.004001 
512, 1024, 2, 0.004064 
512, 1024, 3, 0.004019 
512, 1024, 4, 0.004054 
512, 1024, 5, 0.004037 
512, 1024, 6, 0.004113 
512, 1024, 7, 0.004043 
512, 1024, 8, 0.004060 
512, 1024, 9, 0.004072 
512, 1024, 10, 0.004070 
512, 2048, 0, 0.008970 
512, 2048, 1, 0.009023 
512, 2048, 2, 0.008905 
512, 2048, 3, 0.008986 
512, 2048, 4, 0.009232 
512, 2048, 5, 0.008992 
512, 2048, 6, 0.009024 
512, 2048, 7, 0.009066 
512, 2048, 8, 0.008905 
512, 2048, 9, 0.009075 
512, 2048, 10, 0.009112 
512, 4096, 0, 0.018662 
512, 4096, 1, 0.018447 
512, 4096, 2, 0.018568 
512, 4096, 3, 0.018788 
512, 4096, 4, 0.018741 
512, 4096, 5, 0.018617 
512, 4096, 6, 0.018561 
512, 4096, 7, 0.018578 
512, 4096, 8, 0.018589 
512, 4096, 9, 0.018892 
512, 4096, 10, 0.018733 
512, 8192, 0, 0.036683 
512, 8192, 1, 0.036841 
512, 8192, 2, 0.037101 
512, 8192, 3, 0.037393 
512, 8192, 4, 0.037234 
512, 8192, 5, 0.037010 
512, 8192, 6, 0.036991 
512, 8192, 7, 0.036806 
512, 8192, 8, 0.037007 
512, 8192, 9, 0.037311 
512, 8192, 10, 0.036835 
1024, 1, 0, 0.000003 
1024, 1, 1, 0.000003 
1024, 1, 2, 0.000003 
1024, 1, 3, 0.000003 
1024, 1, 4, 0.000005 
1024, 1, 5, 0.000003 
1024, 1, 6, 0.000004 
1024, 1, 7, 0.000004 
1024, 1, 8, 0.000005 
1024, 1, 9, 0.000007 
1024, 1, 10, 0.000012 
1024, 2, 0, 0.000005 
1024, 2, 1, 0.000005 
1024, 2, 2, 0.000006 
1024, 2, 3, 0.000005 
1024, 2, 4, 0.000005 
1024, 2, 5, 0.000005 
1024, 2, 6, 0.000005 
1024, 2, 7, 0.000005 
1024, 2, 8, 0.000005 
1024, 2, 9, 0.000007 
1024, 2, 10, 0.000011 
1024, 4, 0, 0.000013 
1024, 4, 1, 0.000012 
1024, 4, 2, 0.000013 
1024, 4, 3, 0.000013 
1024, 4, 4, 0.000011 
1024, 4, 5, 0.000011 
1024, 4, 6, 0.000011 
1024, 4, 7, 0.000009 
1024, 4, 8, 0.000009 
1024, 4, 9, 0.000008 
1024, 4, 10, 0.000008 
1024, 8, 0, 0.000015 
1024, 8, 1, 0.000015 
1024, 8, 2, 0.000015 
1024, 8, 3, 0.000019 
1024, 8, 4, 0.000015 
1024, 8, 5, 0.000020 
1024, 8, 6, 0.000015 
1024, 8, 7, 0.000016 
1024, 8, 8, 0.000011 
1024, 8, 9, 0.000012 
1024, 8, 10, 0.000011 
1024, 16, 0, 0.000074 
1024, 16, 1, 0.000067 
1024, 16, 2, 0.000063 
1024, 16, 3, 0.000067 
1024, 16, 4, 0.000063 
1024, 16, 5, 0.000063 
1024, 16, 6, 0.000064 
1024, 16, 7, 0.000066 
1024, 16, 8, 0.000068 
1024, 16, 9, 0.000067 
1024, 16, 10, 0.000065 
1024, 32, 0, 0.000134 
1024, 32, 1, 0.000129 
1024, 32, 2, 0.000132 
1024, 32, 3, 0.000129 
1024, 32, 4, 0.000125 
1024, 32, 5, 0.000123 
1024, 32, 6, 0.000127 
1024, 32, 7, 0.000130 
1024, 32, 8, 0.000132 
1024, 32, 9, 0.000128 
1024, 32, 10, 0.000132 
1024, 64, 0, 0.000254 
1024, 64, 1, 0.000259 
1024, 64, 2, 0.000255 
1024, 64, 3, 0.000246 
1024, 64, 4, 0.000249 
1024, 64, 5, 0.000245 
1024, 64, 6, 0.000264 
1024, 64, 7, 0.000258 
1024, 64, 8, 0.000245 
1024, 64, 9, 0.000256 
1024, 64, 10, 0.000248 
1024, 128, 0, 0.000516 
1024, 128, 1, 0.000528 
1024, 128, 2, 0.000513 
1024, 128, 3, 0.000515 
1024, 128, 4, 0.000517 
1024, 128, 5, 0.000514 
1024, 128, 6, 0.000518 
1024, 128, 7, 0.000516 
1024, 128, 8, 0.000516 
1024, 128, 9, 0.000520 
1024, 128, 10, 0.000530 
1024, 256, 0, 0.001048 
1024, 256, 1, 0.001024 
1024, 256, 2, 0.001042 
1024, 256, 3, 0.001049 
1024, 256, 4, 0.001035 
1024, 256, 5, 0.001031 
1024, 256, 6, 0.001049 
1024, 256, 7, 0.001030 
1024, 256, 8, 0.001041 
1024, 256, 9, 0.001040 
1024, 256, 10, 0.001036 
1024, 512, 0, 0.002028 
1024, 512, 1, 0.002096 
1024, 512, 2, 0.002066 
1024, 512, 3, 0.002052 
1024, 512, 4, 0.002056 
1024, 512, 5, 0.002059 
1024, 512, 6, 0.002070 
1024, 512, 7, 0.002063 
1024, 512, 8, 0.002062 
1024, 512, 9, 0.002058 
1024, 512, 10, 0.002126 
1024, 1024, 0, 0.004040 
1024, 1024, 1, 0.004062 
1024, 1024, 2, 0.004051 
1024, 1024, 3, 0.004104 
1024, 1024, 4, 0.004058 
1024, 1024, 5, 0.004029 
1024, 1024, 6, 0.004084 
1024, 1024, 7, 0.004750 
1024, 1024, 8, 0.004062 
1024, 1024, 9, 0.004082 
1024, 1024, 10, 0.004074 
1024, 2048, 0, 0.008923 
1024, 2048, 1, 0.008894 
1024, 2048, 2, 0.009089 
1024, 2048, 3, 0.008853 
1024, 2048, 4, 0.009077 
1024, 2048, 5, 0.008854 
1024, 2048, 6, 0.009070 
1024, 2048, 7, 0.008995 
1024, 2048, 8, 0.009336 
1024, 2048, 9, 0.008840 
1024, 2048, 10, 0.009016 
1024, 4096, 0, 0.018736 
1024, 4096, 1, 0.018567 
1024, 4096, 2, 0.018449 
1024, 4096, 3, 0.018527 
1024, 4096, 4, 0.018499 
1024, 4096, 5, 0.018391 
1024, 4096, 6, 0.018531 
1024, 4096, 7, 0.018669 
1024, 4096, 8, 0.018700 
1024, 4096, 9, 0.018743 
1024, 4096, 10, 0.018533 
1024, 8192, 0, 0.037102 
1024, 8192, 1, 0.036790 
1024, 8192, 2, 0.037071 
1024, 8192, 3, 0.037031 
1024, 8192, 4, 0.036881 
1024, 8192, 5, 0.037201 
1024, 8192, 6, 0.037012 
1024, 8192, 7, 0.038475 
1024, 8192, 8, 0.037396 
1024, 8192, 9, 0.036971 
1024, 8192, 10, 0.037253 
2048, 1, 0, 0.000006 
2048, 1, 1, 0.000007 
2048, 1, 2, 0.000006 
2048, 1, 3, 0.000006 
2048, 1, 4, 0.000006 
2048, 1, 5, 0.000006 
2048, 1, 6, 0.000008 
2048, 1, 7, 0.000007 
2048, 1, 8, 0.000008 
2048, 1, 9, 0.000010 
2048, 1, 10, 0.000016 
2048, 2, 0, 0.000007 
2048, 2, 1, 0.000007 
2048, 2, 2, 0.000008 
2048, 2, 3, 0.000007 
2048, 2, 4, 0.000007 
2048, 2, 5, 0.000007 
2048, 2, 6, 0.000009 
2048, 2, 7, 0.000008 
2048, 2, 8, 0.000007 
2048, 2, 9, 0.000009 
2048, 2, 10, 0.000013 
2048, 4, 0, 0.000016 
2048, 4, 1, 0.000018 
2048, 4, 2, 0.000018 
2048, 4, 3, 0.000016 
2048, 4, 4, 0.000016 
2048, 4, 5, 0.000015 
2048, 4, 6, 0.000016 
2048, 4, 7, 0.000016 
2048, 4, 8, 0.000013 
2048, 4, 9, 0.000011 
2048, 4, 10, 0.000015 
2048, 8, 0, 0.000020 
2048, 8, 1, 0.000021 
2048, 8, 2, 0.000019 
2048, 8, 3, 0.000021 
2048, 8, 4, 0.000022 
2048, 8, 5, 0.000020 
2048, 8, 6, 0.000016 
2048, 8, 7, 0.000019 
2048, 8, 8, 0.000015 
2048, 8, 9, 0.000012 
2048, 8, 10, 0.000016 
2048, 16, 0, 0.000067 
2048, 16, 1, 0.000065 
2048, 16, 2, 0.000064 
2048, 16, 3, 0.000070 
2048, 16, 4, 0.000066 
2048, 16, 5, 0.000066 
2048, 16, 6, 0.000063 
2048, 16, 7, 0.000060 
2048, 16, 8, 0.000066 
2048, 16, 9, 0.000065 
2048, 16, 10, 0.000064 
2048, 32, 0, 0.000126 
2048, 32, 1, 0.000129 
2048, 32, 2, 0.000124 
2048, 32, 3, 0.000128 
2048, 32, 4, 0.000131 
2048, 32, 5, 0.000124 
2048, 32, 6, 0.000128 
2048, 32, 7, 0.000129 
2048, 32, 8, 0.000130 
2048, 32, 9, 0.000135 
2048, 32, 10, 0.000200 
2048, 64, 0, 0.000263 
2048, 64, 1, 0.000272 
2048, 64, 2, 0.000256 
2048, 64, 3, 0.000265 
2048, 64, 4, 0.000263 
2048, 64, 5, 0.000262 
2048, 64, 6, 0.000254 
2048, 64, 7, 0.000344 
2048, 64, 8, 0.000268 
2048, 64, 9, 0.000258 
2048, 64, 10, 0.000269 
2048, 128, 0, 0.000516 
2048, 128, 1, 0.000506 
2048, 128, 2, 0.000527 
2048, 128, 3, 0.000521 
2048, 128, 4, 0.000517 
2048, 128, 5, 0.000523 
2048, 128, 6, 0.000516 
2048, 128, 7, 0.000524 
2048, 128, 8, 0.000515 
2048, 128, 9, 0.000521 
2048, 128, 10, 0.000521 
2048, 256, 0, 0.001043 
2048, 256, 1, 0.001038 
2048, 256, 2, 0.001035 
2048, 256, 3, 0.001028 
2048, 256, 4, 0.001047 
2048, 256, 5, 0.001171 
2048, 256, 6, 0.001058 
2048, 256, 7, 0.001046 
2048, 256, 8, 0.001045 
2048, 256, 9, 0.001039 
2048, 256, 10, 0.001029 
2048, 512, 0, 0.002266 
2048, 512, 1, 0.002087 
2048, 512, 2, 0.002060 
2048, 512, 3, 0.002079 
2048, 512, 4, 0.002057 
2048, 512, 5, 0.002088 
2048, 512, 6, 0.002111 
2048, 512, 7, 0.002068 
2048, 512, 8, 0.002162 
2048, 512, 9, 0.002060 
2048, 512, 10, 0.002060 
2048, 1024, 0, 0.004057 
